text,label,clean_text
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",0,yeah fact ask need anything like hour ago much
Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0,yup thk e teacher say make face look long darren ask cut short
Are there TA jobs available? Let me know please cos i really need to start working,0,ta job available let know please co really need start work
Ok ill tell the company,0,ok ill tell company
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0,sweet may may go 4u meet carlos gauge patty interest
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,urgent urgent 800 free flight europe give away call b4 10th sept take friend free call claim 09050000555 ba128nnfwfly150ppm
I AM AT A PARTY WITH ALEX NICHOLS,0,party alex nichols
"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",1,urgent last weekend draw show 1000 cash spanish holiday call 09050000332 claim c rstm sw7 3 150ppm
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0,today song dedicate day song dedicate send ur valuable frnds first rply
I dun believe u. I thk u told him.,0,dun believe thk tell
I wont. So wat's wit the guys,0,wont wat wit guy
I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),0,want tel one thing mistake message send
No did you check? I got his detailed message now,0,check get detailed message
Hi. I'm sorry i missed your call. Can you pls call back.,0,hi sorry miss call pls call back
Can you please send me my aunty's number,0,please send aunty number
I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,0,back bit long cos accident a30 divert via wadebridge brilliant weekend thanks speak soon lot love
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",1,congratulation thanks good friend 000 xmas prize claim easy call 08718726971 10p per minute bt national rate
I dunno until when... Lets go learn pilates...,0,dunno let go learn pilate
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,try contact reply offer video handset 750 anytime network min unlimited text camcorder reply call 08000930705
Do you always celebrate NY's with your family ?,0,always celebrate ny family
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,0,tomarrow want get court lt decimal gt come bus stand
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0,wonder get online love go net cafe get phone recharge friend net think boytoy
I think it's all still in my car,0,think still car
I am on the way to tirupur.,0,way tirupur
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,0,yeah get random dude need change info sheet party lt gt never study safe
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0,storm msg wen lift phne say hello knw wt real meaning hello name girl yes knw dat girl margaret hello girlfrnd grahmbell invnted telphone moral one 4get name person
"Nothing, i got msg frm tht unknown no..",0,nothing get msg frm tht unknown
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,text meet someone sexy today find date even flirt join 10p reply name age eg sam 25 18 msg recd thirtyeight penny
Oh ok..,0,oh ok
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0,xmas story peace xmas msg love xmas miracle jesus hav bless month ahead amp wish merry xmas
Ok.,0,ok
Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,0,wuld without baby think alone mite break wan na go crazy everyboy need lady xxxxxxxx
"Omw back to tampa from west palm, you hear what happened?",0,omw back tampa west palm hear happen
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",0,sorry man stash run dry last night pick sunday
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",0,yeah work fine start last week stuff dull easy guy fun
K. Did you call me just now ah? ,0,call ah
Is xy going 4 e lunch?,0,xy go e lunch
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0,hi keen go kind feel go tomo mind
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0,goodo yes must speak friday egg potato ratio tortilla need
"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",0,need presnts always bcz cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha love get dont mi
Yes :)it completely in out of form:)clark also utter waste.,0,yes completely form clark also utter waste
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,idea guess work hour suppose leave since usual nobody interest figure shit last second
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0,think chuckin ur red green black trainners save carryin bac train
Pls send me the correct name da.,0,pls send correct name da
And you! Will expect you whenever you text! Hope all goes well tomo ,0,expect whenever text hope go well tomo
Where is that one day training:-),0,one day training
I want to see your pretty pussy...,0,want see pretty pussy
Pandy joined 4w technologies today.he got job..,0,pandy join 4w technology today get job
Thanx 4 e brownie it's v nice...,0,thanx e brownie v nice
Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,joy father john john name joy father mandan
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0,hi dear call urgnt know whats problem want work problem least tell wating reply
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0,cheer lou yeah goodnite shame neva come ya gailxx
He also knows about lunch menu only da. . I know,0,also know lunch menu da know
Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,0,realy sorry recognise number confuse u please
Yes I know the cheesy songs from frosty the snowman :),0,yes know cheesy song frosty snowman
I am in hospital da. . I will return home in evening,0,hospital da return home evening
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0,sort code acc bank natwest reply confirm send right person
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0,call plz number show coveragd area urgnt call vasai amp reach clock call plz
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,1,link picture send also use
"St andre, virgil's cream",0,st andre virgil cream
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0,ola would get back maybe today tell direct link u get car bid online arrange ship get cut partnership invest money shipping take care rest wud self reliant soon dnt worry
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",0,oh rite well im best mate pete go week 2geva long week
Lol no. U can trust me.,0,lol trust
I've not sent it. He can send me.,0,sent send
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,private 2003 account statement 07808 xxxxxx show 800 un redeem point call 08719899217 identifier code 41685 expire 07 11 04
No probs hon! How u doinat the mo?,0,probs hon doinat mo
"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",0,world suffers lot violence bad people silence good people
Senthil group company Apnt 5pm.,0,senthil group company apnt 5pm
IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,0,look fry pan case cheap book perhaps silly fry pan likely book
Do have a nice day today. I love you so dearly.,0,nice day today love dearly
Ok.,0,ok
Oh k.k..where did you take test?,0,oh k take test
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,1,hi ur lookin saucy daytime fun wiv busty marry woman free next week chat sort time 09099726429 janinexx call minmobsmorelkpobox177hp51fl
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,hi baby im cruisin girl friend u give call hour home thats alright fone fone love jenny xxx
I am late. I will be there at,0,late
"Yeah why not, is the gang all ready",0,yeah gang ready
S da..al r above  &lt;#&gt;,0,da al lt gt
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,sign maturity start say big thing actually start understand small thing nice even bslvyl
Have you always been saying welp?,0,always say welp
"Aight I'll grab something to eat too, text me when you're back at mu",0,aight grab something eat text back mu
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0,course tease know simply must see grin keep post prey love smile devour kiss
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0,wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
"You aren't coming home between class, right? I need to work out and shower!",0,come home class right need work shower
Dont know you bring some food,0,dont know bring food
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1,hi mandy sullivan call hotmix fm choose receive 5000 00 easter prize draw please telephone 09041940223 claim 29 03 05 prize transfer someone else
Its sarcasm.. .nt scarcasim,0,sarcasm nt scarcasim
Gettin rdy to ship comp,0,gettin rdy ship comp
"It could work, we'll reach a consensus at the next meeting",0,could work reach consensus next meeting
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,slaaaaave must summon time wish come anymore
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,camera award sipix digital camera call 09061221066 fromm landline delivery within 28 day
"Yup. Anything lor, if u dun wan it's ok...",0,yup anything lor dun wan ok
Missing you too.pray inshah allah,0,miss pray inshah allah
ÌÏ takin linear algebra today?,0,takin linear algebra today
Mm i am on the way to railway,0,mm way railway
"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1,urgent mobile award 2000 bonus caller prize 9 03 final try contact call landline 09064019788 box42wr29c 150ppm
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",1,customer service announcement recently try make delivery unable please call 07090298926 schedule ref 9307622
Ok lor Ì_ reaching then message me.,0,ok lor reach message
Would really appreciate if you call me. Just need someone to talk to.,0,would really appreciate call need someone talk
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,0,miss much desparate record message leave day listen hear sound voice love
How much would it cost to hire a hitman,0,much would cost hire hitman
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0,dont know come ask question like dont mistake
Howz that persons story,0,howz person story
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0,good evening sir hope nice day want bring notice late pay rent past month pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thank everything
will you like to be spoiled? :),0,like spoil
Sorry de i went to shop.,0,sorry de go shop
"Aight fuck it, I'll get it later",0,aight fuck get later
ÌÏ come lt 25 n pass to me lar,0,come lt 25 pas lar
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1,six chance win cash 100 20 000 pound txt csh11 send 87575 cost 150p day 6days 16 tsandcs apply reply hl info
"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",0,life nothing wen get everything life everything wen miss something real value people wil realize absence gud mrng
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,know know send chat 86688 let find 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 year
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0,pas dis ur contact see wat get red luv wid blue put smile face purple r realy hot pink r swt orange thnk lyk green realy wana go wid yelow wnt bck black jealous brown miss nw plz giv one color
Ok... C ya...,0,ok ya
Havent shopping now lor i juz arrive only,0,havent shopping lor juz arrive
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,1,gsoh good spam lady could male gigolo join uk fast grow men club reply oncall mjzgroup 08714342399 2stop reply stop msg 50rcvd
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,record indicate maybe entitle 5000 pound compensation accident claim free reply claim msg stop txt stop
Watching ajith film ah?,0,watch ajith film ah
"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1,2nd time try contact 400 prize claim easy call 087104711148 10p per minute bt national rate
Yo you around? A friend of mine's lookin to pick up later tonight,0,yo around friend mine lookin pick later tonight
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0,gr8 see message u leave congrats dear school wat ur plan
"Awesome, text me when you're restocked",0,awesome text restock
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,hi kate even hope see tomorrow bit bloody babyjontet txt back xxx
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,0,anything valuable situation first get second loosing
Ok pa. Nothing problem:-),0,ok pa nothing problem
And do you have any one that can teach me how to ship cars.,0,one teach ship car
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0,thing good thanx get exams march ive do revision fran still boyf ive get ta interviw exeter bit worried x
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1,guarantee late nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18
You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1,winner specially select receive 1000 4 holiday flight inc speak live operator claim 0871277810910p min 18
It's ok lar. U sleep early too... Nite...,0,ok lar sleep early nite
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,someone know ask date service contact cant guess call 09058091854 reveal po box385 m6 6wu
Erutupalam thandiyachu,0,erutupalam thandiyachu
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,good morning love go sleep wish great day full feeling well opportunity last thought babe love kiss
Watching telugu movie..wat abt u?,0,watch telugu movie wat abt
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0,dun wan u dun like already ah wat still eat
Go where n buy? Juz buy when we get there lar.,0,go buy juz buy get lar
ÌÏ still attending da talks?,0,still attend da talk
K then 2marrow are you coming to class.,0,2marrow come class
Free any day but i finish at 6 on mon n thurs...,0,free day finish mon thurs
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1,contact date service someone know find call land line 09050000878 pobox45w2tg150p
Going on nothing great.bye,0,go nothing great bye
"Nothing much, chillin at home. Any super bowl plan?",0,nothing much chillin home super bowl plan
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0,honeybee say sweet world god laugh amp say wait havnt meet person read msg moral even god crack joke gm gn ge gn
1's finish meeting call me.,0,finish meeting call
May i call You later Pls,0,may call later pls
Goodnight da thangam I really miss u dear.,0,goodnight da thangam really miss dear
Nope. Meanwhile she talk say make i greet you.,0,nope meanwhile talk say make greet
No:-)i got rumour that you going to buy apartment in chennai:-),0,get rumour go buy apartment chennai
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,someone know ask date service contact cant guess call 09058091854 reveal po box385 m6 6wu
Ok. How many should i buy.,0,ok many buy
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1,urgent important information o2 user today lucky day find log onto http www urawinner com fantastic surprise awaiting
I cant pick the phone right now. Pls send a message,0,cant pick phone right pls send message
Oh :-)only 4 outside players allowed to play know,0,oh outside player allow play know
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0,remember hurt day satanic imposter need pay price may destiny keep go say pray get mind get
Is there coming friday is leave for pongal?do you get any news from your work place.,0,come friday leave pongal get news work place
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,0,yeah sure thing mate haunt get stuff sort im go sound anyway promote hex way dont know number joke
Take some small dose tablet for fever,0,take small dose tablet fever
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1,join uk horny dog service sex 2nite sign follow instruction txt entry 69888 nyt ec2a 3lp msg 150p
Pls go there today  &lt;#&gt; . I dont want any excuses,0,pls go today lt gt dont want excuse
We stopped to get ice cream and will go back after,0,stop get ice cream go back
I'm going for bath will msg you next  &lt;#&gt;  min..,0,go bath msg next lt gt min
K..give back my thanks.,0,give back thanks
I dont thnk its a wrong calling between us,0,dont thnk wrong call u
That's cause your old. I live to be high.,0,cause old live high
When Ì_ login dat time... Dad fetching Ì_ home now?,0,login dat time dad fetching home
Ok cool. See ya then.,0,ok cool see ya
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,nokia tone ur mob every week txt nok 87021 1st tone free get txtin tell ur friends 150p tone 16 reply hl 4info
Roger that. WeÛ÷re probably going to rem in about 20,0,roger probably go rem 20
Ok lor.,0,ok lor
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,0,mind blastin tsunami occur rajnikant stop swim indian ocean
My sister got placed in birla soft da:-),0,sister get place birla soft da
I have to take exam with march 3,0,take exam march 3
I asked you to call him now ok,0,ask call ok
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0,fight world easy either win lose bt fightng some1 close dificult lose lose win still lose
I'll probably be around mu a lot,0,probably around mu lot
Crucify is c not s. You should have told me earlier.,0,crucify tell early
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1,get lion england tone reply lionm mono lionp poly go www ringtones co uk original best tone 3gbp network operator rate apply
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0,hi darlin im way london smash another driver big dent im really miss xxx
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",1,update xmas offer late motorola sonyericsson nokia free bluetooth double min 1000 txt orange call mobileupd8 08000839402 call2optout f4q
Okay... We wait ah,0,okay wait ah
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0,hello darlin ive finish college txt finish love kate xxx
Sent me ur email id soon,0,sent ur email id soon
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",0,mmmmm sooooo good wake word morning love mmmm fuck love lion devour kiss across sea
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,dont search love let love find thats call fall love bcoz dont force fall know smeone hold bslvyl
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,0,ask keep one maybe get message send glo
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1,sorry unsubscribe yet mob offer package min term 54 week pls resubmit request expiry reply themob help info
I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,0,thk get ta go home urself co go shopping frens present
You are a big chic. Common. Declare,0,big chic common declare
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,hi mailbox message sm alert 40 match please call back 09056242159 retrieve message match cc100p min
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,necessarily expect do get back though headin
"* Was really good to see you the other day dudette, been missing you!",0,really good see day dudette miss
I'm still looking for a car to buy. And have not gone 4the driving test yet.,0,still look car buy go 4the drive test yet
How much are we getting?,0,much get
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0,think actually talk call bos morning go place last year tell could go get car fix cheap kept tell today much hop would come back always regret get number etc
Yar else i'll thk of all sorts of funny things.,0,yar else thk sort funny thing
Im good! I have been thinking about you...,0,im good thinking
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0,hi im relaxing time ever get 7am every day party good night get home tomorrow 5ish
So Ì_'ll be submitting da project tmr rite?,0,submit da project tmr rite
I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,0,though shd go fun bar town something sound ok
Cause I'm not freaky lol,0,cause freaky lol
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1,free entry gr8prizes wkly comp chance win late nokia 8800 psp 250 cash every wk txt great 80878 08715705022
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1,urgent mobile number award 2000 prize guarantee call 09061790121 land line claim 3030 valid 12hrs 150ppm
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",0,ya referin mei ex wat ah waitin u treat somebody shld rich liao gd den dun work frm tmr onwards
"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",0,enufcredeit tocall shall ileave uni get bus yor house
On the road so cant txt,0,road cant txt
Ugh. Gotta drive back to sd from la. My butt is sore.,0,ugh get ta drive back sd la butt sore
Ard 6 like dat lor.,0,ard like dat lor
I am not at all happy with what you saying or doing,0,happy say
Just got outta class gonna go gym.,0,get outta class gon na go gym
"Thank you. And by the way, I just lost.",0,thank way lose
Prakesh is there know.,0,prakesh know
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0,yo parent gettin cash good news pick downstem
Sounds great! Are you home now?,0,sound great home
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0,fran decide go e way im completely break knackered get bout c 2mrw love janx dads fone credit
"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",1,urgent mobile award 000 bonus caller prize 02 09 03 2nd attempt contact call 0871 872 9755 box95qu
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0,check really miss see jeremiah great month
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,0,hurry home big butt hang last caller food do starve ask cook
ÌÏ ready then call me...,0,ready call
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",1,2nd time try contact 750 pound prize claim easy call 08718726970 10p per min bt national rate
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0,mind ask happen dont say uncomfortable
Great comedy..cant stop laughing da:),0,great comedy cant stop laughing da
"Sorry, I'll call later",0,sorry call later
Will you come online today night,0,come online today night
"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",0,okey dokey bit sort stuff
"Sorry, I'll call later",0,sorry call later
\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,0,hey hey werethe monkeespeople say monkeyaround howdy gorgeous
Well if I'm that desperate I'll just call armand again,0,well desperate call armand
Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,0,hi dis yijue would happy work wif gek1510
"I'd say that's a good sign but, well, you know my track record at reading women",0,say good sign well know track record reading woman
Call him and say you not coming today ok and tell them not to fool me like this ok,0,call say come today ok tell fool like ok
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",0,sound like manky scouse boy steve like travel da bus home wot inmind recreation dis eve
Anything lor but toa payoh got place 2 walk meh...,0,anything lor toa payoh get place walk meh
Shopping lor. Them raining mah hard 2 leave orchard.,0,shop lor rain mah hard leave orchard
Hey i've booked the 2 lessons on sun liao...,0,hey book lesson sun liao
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",1,free msg get gnarls barkley crazy ringtone totally free reply go message right
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1,want get lay tonight want real dogging location send direct ur mob join uk large dog network bt txting gravel 69888 nt ec2a 31p msg 150p
